Bildnummer,Y Koordinate,X Koordinate,Bildbeschreibung *,Legende DE **,Legende FR **,Legende IT **,Legende EN **,Map.geo.admin.ch link,Kommentar,
14095_4608,579570,246302,Blick auf St. Ursanne,Am Clos du Doubs liegt eine der schönsten mittelalterlich anmutenden Ortschafen der Schweiz: Saint-Ursanne! Das Bild zeigt den rund um die Stiftskirche gebauten Stadtkern am silbern schimmernden Doubs. Der Effekt ist wohl auf eine lange Belichtungszeit zurückzuführen. Flussaufwärts in Richtung Standort des Fotografen liegen die neu gebauten Häuser. Die Strasse links führt steil hinauf nach Montmelon und Saint-Brais.,"Dans le Clos du Doubs se trouve l'une des plus belles villes médiévales de Suisse: Saint-Ursanne. L'image montre le coeur de la ville construite autour de l'église collégiale sur la rivière argentée et miroitante du Doubs. L'effet est probablement dû à un long temps d'exposition. En amont vers la position du photographe, se trouvent les maisons nouvellement construites. La route à droite monte à Montmelon et Saint-Brais.","Nel Clos du Doubs si trova una delle più belle città medievali della Svizzera: St. Ursanne. L'immagine mostra il cuore della città, costruita intorno alla chiesa collegiata sulla riviera argentea e luccicante del Doubs. L'effetto è probabilmente dovuto ad un tempo di esposizione lungo. A monte della posizione del fotografo, abitazioni di recente costruzione. La strada a destra sale verso Montmelon e Saint-Brais.","In the Clos du Doubs lies one of the most beautiful medieval towns in Switzerland: Saint-Ursanne. The picture shows the heart of the town built around the collegiate church on the shimmering, silvery Doubs river. The effect is probably due to a long exposure. Upstream towards the photographer’s location are the newly built houses. The road on the left runs steeply up to Montmelon and Saint-Brais.",http://map.geo.admin.ch/?crosshair=bowl&Y=579570&X=246302&zoom=9&crosshair=bowl,Verortung durch BAR: bitte prüfen,
14095_4877,648646,165330.5,Übungsbesprechung der Mitrailleure vor dem Gletscher von Grindelwald ,"Dieses Bild beeindruckt: Damalige Betrachter waren fasziniert von der weit in die Talsohle herabstossenden Gletscherzunge, heutige darüber, dass davon nichts mehr zu sehen ist – der Obere Grindelwaldner Gletscher hat sich weit hinter die Sichtlinie dieses Bildes zurückgezogen. Ein das Dorf bedrohender Gletschersee muss durch einen eiligst angelegten Stollen entwässert werden. Vor dieser imposanten Kulisse am Ostrand des Eigers hielten die Mitrailleure der Schweizer Armee während des „Aktivdienstes 1914-1918“ eine Übungsbesprechung ab.","C'est une image impressionnante: les observateurs de l'époque étaient fascinés par la langue du glacier s'étendant en bas à droite vers le fond de la vallée; aujourd'hui, ce qui est remarquable, c'est qu'il ne reste plus rien de cela: le glacier de Oberer Grindelwald a reculé loin derrière la ligne de vue de cette image. Un lac glaciaire menaçant le village doit maintenant être drainé par un tunnel construit à la hâte. Devant cette impressionnante toile de fond, du côté est de l'Eiger, nous voyons des mitrailleurs discutant d'un exercice pendant le ""service actif 1914-1918"".","Un'immagine ad effetto: gli osservatori sono affascinati dalla lingua di ghiaccio che si estende in basso destra fino al fondovalle. Oggi, purtoppo, non è possible godere della medesima vista: il ghiacciaio Oberer Grindelwald si è ritirato ben oltre ""l'orizzonte"" dell'immagine. Ne è risultato un lago glaciale, che viene attualmente drenato da un tunnel costruito in freatta e furia a protezione del paese minacciato. Davanti a questo scenario impressionante, dal lato est dell'Eiger, vediamo degli artiglieri che discutono di un'esercitazione durante il ""servizio attivo 1914-1918.""","This is an impressive image: observers at the time were fascinated by the tongue of the glacier extending right down towards the valley floor; today, what is remarkable is that nothing of it is left: the Upper Grindelwald Glacier has receded far behind the line of sight of this picture. A glacial lake threatening the village now needs to be drained by a hastily constructed tunnel. In front of this impressive backdrop at the eastern edge of the Eiger, machine gunners of the Swiss army are seen discussing an exercise during “active service 1914-1918”.",http://map.geo.admin.ch/?crosshair=bowl&Y=648646&X=165330.5&zoom=9&crosshair=bowl,Gebiet Weidli (+-500 m),
14096_0338,680587.5,269995.5,Ein Zug fährt über den [bewachten] Eisenbahnviadukt der Linie Zürich – Schaffhausen ,"„Ein Zug fährt über den Eisenbahnviadukt der Linie Zürich – Schaffhausen“ lautet die offizielle Beschreibung des Bildes in der Datenbank des Bundesarchivs. Zu ergänzen wäre zum Einen, dass es sich dabei um den Viadukt bei Eglisau handelt. Und zum Andern, dass die Brücke von der Schweizer Armee bewacht wird, wie viele andere wichtige Infrastrukturanlagen zur Zeit des „Aktivdienstes 1914-1918“ auch.","""Un train traverse le viaduc ferroviaire sur la la ligne Zürich-Schaffhouse"" indique la description officielle de cette image issue de la base de données des archives fédérales. On peut également noter que le viaduc est à proximité d'Eglisau et que le pont est gardé par l'armée suisse, comme beaucoup d'autres constructions et infrastructures durant le ""service actif 1914-1918"". ","""Un treno attraversa il viadotto ferroviario sulla linea Schaffhausen-Zürich"", recita la descrizione ufficiale di questa immagine proveniente dalla banca dati degli archivi federali. Si può anche notare che il viadotto è presso Eglisau e il ponte, come molti altri edifici e infrastrutture durante il ""servizio attivo 1914-1918"", è sorvegliato dall'esercito svizzero.","“A train crosses the railway viaduct on the Zurich – Schaffhausen line”, reads the official description of this picture in the Federal Archives database. It may also be noted that the viaduct is near Eglisau, and the bridge is being guarded by the Swiss army, as were many other important infrastructure facilities during “active service 1914-1918”.",http://map.geo.admin.ch/?crosshair=bowl&Y=680587.5&X=269995.5&zoom=9&crosshair=bowl,Soldat am Südende des Viadukts,
14096_1535,627402,246842,Panorama von Pkt. 1000 von Schattenberg-Weid,"Dieses Panorama wurde am Punkt 1000 auf der Schattenberg- Weid respektive der rund 1'000 Meter hohen Geissflue oberhalb von Eptingen im Baselbiet aufgenommen. Es zeigt unter anderem die Sissacherflue, vom Fotografen aus gesehen in  nördlicher Richtung. Erkennbar ist auch ein schönes Beispiel für die berühmten Kirschbaum-Kulturen an den sanften nördlichen Juraausläufern in Baselland. Ein Hinweis auf die Bedeutung der Landwirtschaft und Eigenversorgung in Krisensituationen, wie sie im 19. und zu Beginn des 20. Jahrhunderts auch die Schweiz kannte. Im Ersten Weltkrieg fiel die Versorgung der Schweiz u.a. wegen Transortunterbrüchen knapp aus.","Ce panaorama a été photographié depuis le point 1000 sur le Shattenberg-Weid et le Geissflue approximativement 1000 mètres en-dessus d'Eptingen dans la campagne avoisinant Bâle. On peut apercevoir le Sissacherflue, au nord de la position du photographe, tout comme un bel exemple des célèbres vergers de cerisiers sur les pente douces du Jura dans la région de Bâle - une indication sur l'importance de l'agriculture et de l'autosuffisance dans les crises que la Suisse a vécues au 19ème et au début du 20ème siècle. Pendant la première guerre mondiale, les approvisionnements se sont raréfiés en Suisse, en partie à cause des interruptions dans les réseaux de transports.","Questo panorama è stato fotografato dal punto 1000 sullo Shattenberg-Weid e sul Geissflue, approssimativamente 1000 metri al di sopra di Eptingen nella campagna intorno a Basilea. Da notare il Sissacherflue, a nord della posizione del fotografo, quale esempio perfetto dei famosi giardini di ciliegi sul dolce pendio del Giura nella regione di Basilea - un'indicazione dell'importanza dell'agricoltura e dell'autosufficienza nelle crisi che la Svizzera ha vissuto nel 19 ° ed agli inizi del 20 ° secolo. Durante la prima guerra mondiale, le forniture diventano scarse in Svizzera, in parte a causa delle interruzioni delle reti di trasporto.","This panorama was taken at point 1000 on the Schattenberg-Weid, and the approximately 1,000-metre-high Geissflue above Eptingen in the countryside around Basel. To the north of where the photographer is standing, the Sissacherflue can be seen, as can a fine example of the famous cherry orchards on the gently sloping northern foothills of the Jura in the Basel region – an indication of the importance of agriculture and self-sufficiency in crises of the kind Switzerland experienced in the 19th and early 20th centuries. During the First World War, supplies became scarce in Switzerland, partly due to interruptions to transport networks.",http://map.geo.admin.ch/?crosshair=bowl&Y=627402&X=246842&zoom=9&crosshair=bowl,Schattenberg im Bölchengebiet,
14095_5248,600382,199688,Bevölkerung und Trams in der Spitalgasse [in Bern],"In der Schweiz ging das Leben in der Zeit des Ersten Weltkrieges so weit wie möglich seinen gewohnten Gang – hier ein Blick auf die Spitalgasse in der Berner Altstadt. Auffallend sind die vielen sonntäglich gekleideten Menschen. Die Männer tragen fast alle einen Borsalino. Was auf dieser Aufnahme nicht sichtbar wird, sind die sozialen Härten, welche der Krieg auch in der Schweiz zur Folge hatte. In dieser Zeit fand der letzte Generalstreik in der Schweiz statt. ","Durant la première guerre mondiale, la vie continuait en Suisse aussi normalement que possible - comme ici, sur cette vue de Spitalgasse dans la vieille ville de Berne. Le nombre de personnes endimanchées est particulièrement remarquable. Presque tous les hommes portent des chapeaux Borsalino. Pourtant, ce que cette image ne montre pas sont les épreuves sociales que la guerre a apporté en Suisse malgré tout. Cette période a aussi vu la dernière grève générale en Suisse.","Durante la prima guerra mondiale, la vita continuò in Svizzera il più normalmente possibile - come in questo caso, in questa vista della Spitalgasse nel centro storico di Berna. Il numero di persone ""agghindate"" è particolarmente degno di nota: quasi tutti gli uomini indossano cappelli Borsalino. Quello che, tuttavia, la foto non mostra sono le prove sociali che la guerra ha portato in Svizzera. Questo periodo vide anche l'ultimo sciopero generale in Svizzera.","During the First World War, life in Switzerland continued as normally as possible – as here in this view of Spitalgasse in the old town of Bern. Particularly noteworthy is the number of people in their Sunday best. Almost all the men are wearing Borsalino hats. What this picture does not show is the social hardship that the war brought to Switzerland as well. This period also saw the last general strike in Switzerland.",http://map.geo.admin.ch/?crosshair=bowl&Y=600382&X=199688&zoom=9&crosshair=bowl,Verortung durch BAR,
14095_05366,614340,178790,Luftaufnahme der Altstadt von Thun,"Eine Luftaufnahme der Altstadt von Thun aus der Zeit des Ersten Weltkrieges. In dieser Zeit baute Hauptmann Real auf Wunsch des Bundesrates eine „Luftwaffe“ auf. Die Offiziersgesellschaft organisierte eine Spendensammlung in der Schweizer Bevölkerung, um „Flugsysteme“ für die Armee kaufen zu können. Flugpioniere wie Oskar Bider gehörten zu den ersten Armeepiloten. Sie führten vor allem Aufklärungsflüge durch. Zuerst von der Berner Allmend dann von Dübendorf aus. Dabei handelte es sich primär um Testflüge wie mutmasslich auch hier in Thun.","Une vue aérienne de la ville de Thoune, lors de la première guerre mondiale. Pendant cette période, à la demande du Conseil Fédéral, le capitaine Real a entrepris d'établir une armée de l'air. La compagnie des officiers a donc organisé une collecte auprès de la population suisse pour financer l'achat de ""systèmes volants"" destinés à l'armée. Les pionniers aéronautiques, tels qu'Oskar Bider, ont été parmi les premiers pilotes de l'armée. Ils ont principalement réalisé des vols de reconnaissance, initialement depuis l'Allmende à Berne, puis ensuite depuis Dübendorf, près de Zürich. Il s'agissait principalement de vols de test - comme probablement celui-ci à Thoune.","Una veduta aerea della città di Thun, in occasione della prima guerra mondiale. Durante questo periodo, su richiesta del Consiglio federale, il capitano Real è impegnato a stabilire una forza aerea. La ""società degli ufficiali"" ha organizzato una raccolta di fondi presso la popolazione svizzera per finanziare l'acquisto dei ""sistemi volanti"" per l'esercito. Pionieri aeronautici quali Oskar Bider, sono stati tra i primi piloti dell'esercito. Essi hanno principalmente svolto voli di ricognizione, inizialmente da Allmende a Berna, poi da Dübendorf, vicino Zurigo. Si trattava di voli di prova - come probabilmente quello effettuato per la ripresa aera di Thun.","An aerial view of the old town of Thun during the First World War. During this period, at the request of the Federal Council, Captain Real set about establishing an “air force”. The officers’ company organised a collection among the Swiss population to fund the purchase of “flying systems“ for the army. Aeronautical pioneers such as Oskar Bider were among the first army pilots. They mostly carried out reconnaissance flights, initially from the Allmend in Bern and then from Dübendorf, near Zurich. These were mostly test flights – as, presumably, was this one in Thun.",http://map.geo.admin.ch/?crosshair=bowl&Y=614340&X=178790&zoom=9&crosshair=bowl,Beispiel für die Aufklärungstests durch die neu eingesetzte Luftwaffe; Koordinaten?,
14096_01867,575543,197559,Stab des Festungskommandos Murten,"„Stab des Festungskommandos Murten“ lautet die Angabe zu diesem Bild in der Archivdatenbank des Bundesarchivs. Es widerspiegelt ebenfalls eine Facette des „Aktivdienstes 1914-1918“ und gibt vielleicht einen Eindruck davon, weshalb man in ganz Europa die Schweiz darum beneidet, nicht in die kriegerischen Handlungen dieser Urkatastrophe des 20. Jahrhunderts verwickelt worden zu sein. Ein Gefühl, dass übrigens auch auf den Zweiten Weltkrieg übertragen werden kann. Das Bild stammt aus der Murtener Altstadt.","""Effectif de la garnison de forteresse de Morat"" indique l'information sur cette image issue de la base de données des archives fédérales. Elle reflète également une facette du ""service actif 1914-1918"", et donne peut-être une impression sur les raisons pour lesquelles la Suisse était enviée de toute l'Europe d'avoir évité le carnage de cette catastrophe primale du 20ème siècle. C'est un sentiment que l'on retrouve également durant la deuxième guerre mondiale. Cette photographie a été prise dans la vieille ville de Morat. ","""Comando della guarnigione della fortezza Morat"" recita la descrizione di questa immagine proveniente dalla banca dati degli Archivi federali. Essa riflette allo stesso tempo un aspetto del ""servizio attivo 1914-1918"", e forse dà l'impressione del perché la Svizzera era invidiata in tutta Europa per essere riuscita ad  evitare la carneficina di questa catastrofe del 20 ° secolo. E' un sentimento che si ritrova anche durante la seconda guerra mondiale. Questa fotografia è stata scattata nel centro storico di Morat.","“Staff of the fortress garrison of Murten” reads the information about this picture in the Federal Archives database. It also reflects a facet of “active service 1914-1918”, and perhaps gives an impression of why Switzerland was envied throughout Europe for avoiding the carnage of this primal catastrophe of the 20th century. It is a feeling that applies just as much to the Second World War. The picture was taken in the old town of Murten.",http://map.geo.admin.ch/?crosshair=bowl&Y=575543&X=197559&zoom=9&crosshair=bowl,Verortung durch BAR nicht eindeutig; ST: bitte prüfen,
3236356,607557.7,228577.2,General Wille verlässt die Krone in Solothurn,"General Ulrich Wille beim Verlassen der Krone in Solothurn
Vor dem Krieg ist Ulrich Wille Kommandant des III. Armeekorps. Er wird in der Abendsitzung vom 3. August 1914 zum General gewählt. Seine Kompetenzen sind in Artikel 208, 109, 210 der Militärorganisation festgehalten.
","Le général Ulrich Wille quittant l’hôtel Krone à Soleure.
Avant la guerre, Ulrich Wille est commandant du 3e corps d’armée. Il est élu général lors de la séance du 3 août 1914. Ses attributions sont fixées aux art. 208, 209, 210 de l’organisation militaire.","Il generale Ulrich Wille all’uscita dell’albergo Krone di Soletta.
Prima della guerra Ulrich Wille era comandante del terzo corpo d‘armata. Il 3 agosto 1914 è nominato generale. Le competenze del ruolo sono fissate negli articoli 208, 209 e 210 dell’Organizzazione militare.","General Ulrich Wille leaving the Hotel Krone in Solothurn
Before the war, Ulrich Wille is commander of the 3rd Army Corps. He is appointed general at the evening session on 3 August 1914. His powers are laid down in Articles 208, 209 and 210 of the armed forces regulations.
",http://map.geo.admin.ch/?crosshair=bowl&Y=607557.7&X=228577.2&zoom=9&crosshair=bowl,,
3236792,,,Sappeure mit Saumtrain auf dem Marsch ins Vallée de Bagnes,"Sappeure mit Saumtrain auf dem Marsch ins Vallée de Bagnes
Die Sappeurkompagnie hat sechs zweispännige Schanzzeugwagen (Gebirgsfourgons). Mit diesen ist sie in der Lage, in jedem Gelände sperriges Material mitzuführen.
","Sapeurs avec train muletier en marche vers la Vallée de Bagnes.
La compagnie de sapeurs dispose de six véhicules d’outillage tirés par deux chevaux (fourgons de montagne) lui permettant d’emporter du matériel encombrant quel que soit le terrain.","Una colonna di zappatori in marcia verso la Vallée de Bagnes.
La compagnia di zappatori dispone di sei carri a due cavalli per il trasporto degli attrezzi per la costruzione di trincee. Grazie ad essi è in grado di trasportare materiale ingombrante su qualsiasi tipo di terreno.","Sappers with a pack train marching into the Vallée de Bagnes
The sappers’ company has six equipment wagons drawn by two horses (mountain baggage vans). These enable them to transport bulky materials on any terrain
",http://map.geo.admin.ch/?crosshair=bowl&Y=&X=&zoom=9&crosshair=bowl,,
3236932,646354,122415,Beladener Militärlastwagen auf der Simplonstrasse,"Beladener Militärlastwagen auf der Simplonstrasse
Da es nicht möglich ist, den Transport der Ausrüstung nur mit der Eisenbahn und Pferdefuhrwerken zu bewältigen, gewinnt der Motorlastwagen an Bedeutung. Ursprünglich geht man von einem Sollbestand von 182 Motorlastwagen aus.
","Camion militaire chargé sur la route du Simplon.
Comme il est impossible d’assurer le transport de l’équipement uniquement par voie ferrée et voitures attelées, le camion gagne en importance. Initialement, il est prévu d’en avoir 182. ","Un autocarro militare carico sulla strada del Sempione.
Poiché per il trasporto di attrezzature militari non è possibile utilizzare soltanto vagoni ferroviari o carri trainati da cavalli, l’autocarro guadagna d’importanza. In origine era stato previsto un parco di 182 autocarri.","Heavily laden military truck on the Simplon Road
As it is impossible to transport all the equipment needed using only the railway and horse-drawn wagons, motorised trucks become increasingly important. The original fleet consists of a complement of 182 motorised trucks.",http://map.geo.admin.ch/?crosshair=bowl&Y=646354&X=122415&zoom=9&crosshair=bowl,,
3236964,622241.9,90332.1,Patrouille bei Gandegghütte,"Patrouille bei der Gandegghütte, Zermatt.
Zwischen 1914 und 1918 gibt es ca. 1000 kleinere Grenzverletzungen; 800 davon sind „Fliegergrenzverletzungen“. Die meisten ereignen sich 1917 und 1918.
","Patrouille à la Gandegghütte, à Zermatt.
Entre 1914 et 1918, on dénombre env. 1000 violations de frontière de faible importance, dont 800 sont des « violations de frontière aériennes ». La plupart ont lieu en 1917 et 1918.","Una pattuglia alla capanna di Gandegg (Zermatt).
Tra il 1914 e il 1918 si registrano circa 1000 piccoli sconfinamenti, di cui 800 da parte di aerei militari. La maggior parte degli sconfinamenti si verifica tra il 1917 e il 1918.","Patrol at the Gandegg Hut, Zermatt.
There around 1,000 minor border violations between 1914 and 1918, 800 of them reported as being by air. Most of them occur in 1917 and 1918.",http://map.geo.admin.ch/?crosshair=bowl&Y=622241.9&X=90332.1&zoom=9&crosshair=bowl,,
3237163,,,Maultierkolonne,"Maultierkolonne in Visp.
Die Futterration enthielt im August 1914 5 Kilo Hafer, 6 Kilo Heu und 3.5 Kilo Stroh. Im Oktober 1918 sinkt sie auf 2 Kilo Hafer, 5 Kilo Heu und 2.5 Kilo Stroh.
","Colonne de muletiers à Viège.
En août 1914, la ration de fourrage compte 5 kilos d’avoine, 6 kilos de foin et 3,5 kilos de paille. En octo-bre 1918, elle est réduite à 2 kilos d’avoine, 5 kilos de foin et 2,5 kilos de paille.","Una colonna di muli a Visp.
Nell’agosto del 1914 la razione di cibo era di 5 chili di avena, 6 di fieno e 3,5 di paglia. Nell’ottobre del 1918 era scesa a 2 chili di avena, 5 di fieno e 2,5 di paglia.","Mule train in Visp.
In August 1914 the feed ration consists of 5 kilos of oats, 6 kilos of hay and 3.5 kilos of straw. In October 1918 it falls to 2 kilos of oats, 5 kilos of hay and 2.5 kilos of straw.",http://map.geo.admin.ch/?crosshair=bowl&Y=&X=&zoom=9&crosshair=bowl,,
3237258,611788.8,267205.5,Wachtablösung auf der Wettsteinbrücke,"Wachtablösung auf der Wettsteinbrücke in Basel.
Die Grenzstädte bekommen die angespannte Lage im Herbst 1914 zuerst zu spüren. 
","Colonne de muletiers à Viège.
En août 1914, la ration de fourrage compte 5 kilos d’avoine, 6 kilos de foin et 3,5 kilos de paille. En octo-bre 1918, elle est réduite à 2 kilos d’avoine, 5 kilos de foin et 2,5 kilos de paille.","Cambio della guardia sul Wettsteinbrücke di Basilea.
Nell’autunno del 1914 le città di confine sono le prime a risentire del conflitto. ","Relieving the watch on the Wettstein Bridge in Basel.
The border towns are the first to experience the heightened tension in autumn 1914. ",http://map.geo.admin.ch/?crosshair=bowl&Y=611788.8&X=267205.5&zoom=9&crosshair=bowl,,
3237675,619080.1,240189.7,Artillerie - Park und abmarschierende Artillerie,"Artillerie-Park und abmarschierende Artillerie bei Balsthal.
Für die Artillerie werden zwischen 1914 und 1918 u. a. 6 lange französische 12cm-Kanonen und 4 französische 58cm-Grabenmörser angeschafft.
","Parc d’artillerie et départ de l’artillerie à proximité de Balstal.
De 1914 à 1918, l’armée acquiert pour l’artillerie 6 longs canons de 12 cm et 4 mortiers de tranchée de 58 cm, entre autres, tous de facture française.
","Un reparto di artiglieria lascia il campo di Balstal.
Tra il 1914 e il 1918 vengono acquistati per l’artiglieria sei cannoni lunghi da 12 cm e quattro mortai da trincea da 58 di fabbricazione francese.","Artillery park and decamping artillery at Balstal.
Ordnance procured for the artillery between 1914 and 1918 includes six long French 12 cm cannons and four French 58 cm trench mortars.",http://map.geo.admin.ch/?crosshair=bowl&Y=619080.1&X=240189.7&zoom=9&crosshair=bowl,,
3237849,569643.7,192153.3,Das Auto des Generals vor dem Kommandoposten der Manöverleitung,"Das Auto von General Ulrich Wille vor dem Kommandoposten der Manöverleitung in Avenches
In seinem Bericht über den Aktivdienst hält der General fest, dass seine Aufgabe darin bestand, das Land vor Missachtung der Neutralität zu bewahren und jeder Verletzung der Neutralität mit Waffengewalt entgegenzutreten.
","La voiture du général Ulrich Wille devant le poste de commandement de la direction des manœuvres, à Avenches.
Dans son rapport sur le service actif, le général précise que son rôle consistait à protéger le pays contre les atteintes à la neutralité et à riposter à toute violation de la neutralité par les armes.","L’automobile del generale Ulrich Wille davanti alla sede del comando delle operazioni ad Avenches.
Nel suo rapporto sul servizio attivo, il generale scrive che il suo compito era di proteggere la neutralità del Paese e di rispondere con le armi ad ogni sua violazione.
","General Ulrich Wille’s car in front of the command post of the manoeuvre headquarters in Avenches.
In his report on the active service period, the General notes that his task was to safeguard the country against violations of its neutrality and meet any such violation with force of arms.",http://map.geo.admin.ch/?crosshair=bowl&Y=569643.7&X=192153.3&zoom=9&crosshair=bowl,,
3238134,576228.1,195726.4,Gruppe von Infanteristen beim Bajonettfechten,"Gruppe von Infanteristen beim Bajonettfechten in Münchenwiler.
Gemäss General Ulrich Wille ist der Ausbildungsstand im August 1914 „nicht auf dem Stand, wie es bei zielbewusster Leitung möglich gewesen wäre“.
","Groupe de fantassins pratiquant l’escrime à la baïonnette, à Münchenwiler.
Selon le général Ulrich Wille, le niveau de formation, en août 1914, n’est pas aussi bon qu’il aurait pu l’être si la direction avait été plus ciblée.
","Fanti intenti ad allenarsi nel combattimento alla baionetta a Münchenwiler.
Secondo il generale Ulrich Wille, nell’agosto del 1914 la qualità della formazione non era quella che si sarebbe potuta raggiungere con una condotta mirata.
","Group of infantrymen at bayonet practice in Münchenwiler.
According to General Ulrich Wille, the level of training in August 1914 is “not as high as it could have been, given purposeful leadership”.",http://map.geo.admin.ch/?crosshair=bowl&Y=576228.1&X=195726.4&zoom=9&crosshair=bowl,,
3238159,,,Defilee von Truppen durch die Strassen von Lausanne,"Defilee von Truppen durch die Strassen von Lausanne.
Während des „Aktivdienstes 1914–18“ demonstriert die Armee regelmässig ihre Verteidigungsbereitschaft.","Défilé de troupes dans les rues de Lausanne.
Durant le « service actif 1914–18 », l’armée démontre régulièrement qu’elle est prête à défendre le pays.","Sfilata di truppe per le strade di Losanna
Durante il «Servizio attivo 1914–18», l’esercito mette regolarmente in vetrina la propria volontà di difesa.","Parade of troops through the streets of Lausanne.
During the “Active Service 1914-1918”, the army regularly gives demonstrations of its readiness to defend the nation.",http://map.geo.admin.ch/?crosshair=bowl&Y=&X=&zoom=9&crosshair=bowl,,
3238235,600367,199682,Die Mitglieder des BR und dahinter die Vertreter der kantonalen und städtischen Behörden neben dem Generalstab am Defilee,"Der Bundesrat und dahinter die Vertreter der kantonalen und städtischen Behörden und der Generalstab am Defilee in Bern.
Der Bundesrat versucht mit seinen Auftritten auch den Befürchtungen der Romandie entgegenzutreten, die Deutschschweiz würde im Ernstfall nicht kämpfen.
","Le Conseil fédéral, suivi des représentants des autorités cantonales et de la ville et de l’Etat-major, lors du défilé, à Berne.
En apparaissant en public, le Conseil fédéral essaie entre autres de rassurer les Suisses romands, qui craignent que si les choses deviennent sérieuses, les Suisses alémaniques ne prendront pas les armes. ","Il Consiglio federale, le autorità cantonali e cittadine e lo Stato maggiore generale sfilano a Berna.
Le apparizioni pubbliche del Consiglio federale in corpore hanno non da ultimo lo scopo di convincere gli svizzero-francesi dell’infondatezza dei loro timori circa la reale volontà di difesa degli svizzero-tedeschi in caso di attacco.
","The Federal Council and, behind it, representatives of the cantonal and city authorities and the general staff at the parade in Bern.
Such appearances by the Federal Council are in part an attempt to allay the fears of French-speaking Switzerland that the German-speaking part would not fight in an emergency.",http://map.geo.admin.ch/?crosshair=bowl&Y=600367&X=199682&zoom=9&crosshair=bowl,,
3238593,720410.5,81096,Beim Abendessen vor einer schönen Kathedrale,"Beim Abendessen vor der Kathedrale von Mendrisio.
Zum Zeitpunkt der Mobilmachung sind wichtige Verpflegungsmittel nicht ausreichend vorhanden. So muss am 8. August 1914 der Mangel an Brot und Fleisch mit mehr Käse kompensiert werden.
","Souper devant la cathédrale de Mendrisio.
Au moment de la mobilisation, de nombreuses denrées alimentaires ne sont pas disponibles en quantités suffisantes, si bien que le 8 août 1914, le manque de pain et de viande est compensé par davantage de fromage.
","Cena davanti alla cattedrale di Mendrisio
Al momento della mobilitazione vi è penuria di importanti viveri. L’8 agosto 1914 la scarsità di pane e carne deve essere compensata con maggiori quantità di formaggio.
","Evening meal in front of the cathedral in Mendrisio.
At the time of mobilisation, important rations are not available in sufficient quantities. On 8 August 1914, the lack of bread and meat has to be made up for with extra cheese.",http://map.geo.admin.ch/?crosshair=bowl&Y=720410.5&X=81096&zoom=9&crosshair=bowl,,
3238596,,,Die Pferde werden in den Stall geführt,"Die Pferde auf dem Weg zum Stall in Arbedo.
Nach der Mobilmachung verfügt die Kavallerie über 309 Depotpferde und 875 Regiepferde. Da der Krieg den Bezug neuer Pferde aus dem Ausland stark erschwert, müssen nach 1914 vermehrt inländische Pferde angeschafft werden.
","Chevaux en route pour l’écurie, à Arbedo.
Après la mobilisation, la cavalerie dispose de 309 chevaux de dépôt et de 875 chevaux de la régie. Attendu que la guerre rend nettement plus difficile l’acquisition de chevaux à l’étranger, il faut acheter plus de chevaux dans le pays après 1914.","I cavalli vengono ricondotti nelle stalle ad Arbedo.
Dopo la mobilitazione, la cavalleria dispone di 309 cavalli del deposito e 875 cavalli della regia. Poiché in tempo di guerra l’acquisto di cavalli all’estero è notevolmente più difficile, dopo il 1914 si attinge sempre più al mercato interno.","Horses on the way to the stables in Arbedo.
Following mobilisation, the cavalry has 309 reserve horses and 875 from the national stables. As the war makes it extremely difficult to obtain fresh horses from abroad after 1914, increasing numbers of animals need to be procured within Switzerland.",http://map.geo.admin.ch/?crosshair=bowl&Y=&X=&zoom=9&crosshair=bowl,,
3238677,592822.3,246172,Beim Tränken der Pferde,"Beim Tränken der Pferde in Delsberg.
Der Bericht über den Aktivdienst von General Ulrich Wille unterscheidet Depotpferde, Regiepferde, Artillerie-Bundespferde, Amerikanerpferde und Spanische Maultiere. 
","L’abreuvage des chevaux, à Delémont.
Le rapport sur le service actif du général Ulrich Wille distingue entre chevaux de dépôt, chevaux de la régie, chevaux d’artillerie de la Confédération, chevaux américains et mulets espagnols. ","Abbeveraggio di cavalli a Delémont.
Nel suo rapporto sul servizio attivo, il generale Ulrich Wille distingue tra cavalli del deposito, cavalli della regia, cavalli federali d’artiglieria, cavalli americani e muli spagnoli. ","Watering the horses in Delsberg.
General Ulrich Wille’s report of the active service period distinguishes between reserve horses, national stable horses, artillery and federal horses, American horses and Spanish mules. ",http://map.geo.admin.ch/?crosshair=bowl&Y=592822.3&X=246172&zoom=9&crosshair=bowl,,
3238735,830383.1,168632.1,Ortschaftsbild von Münster mit einer Gruppe Soldaten,"Eine Gruppe von Soldaten in Münster.
Auch in den Bündner Südtälern zeigt die Armee Präsenz. Ganz in der Nähe, im Südtirol, kämpfen österreichische gegen italienische Truppen.
","Un groupe de soldats à Münster.
L’armée est aussi présente dans les vallées méridionales grisonnes. Tout près de là, dans le Haut-Adige, les troupes autrichiennes affrontent l’armée italienne.","Un gruppo di soldati a Münster.
L’esercito marca presenza anche nelle valli meridionali dei Grigioni. Appena al di là del confine, in Alto Adige, infuriano i combattimenti tra Italiani e Austriaci.
","A group of soldiers in Münster.
The army also shows its presence in the southern valleys of Graubünden. Close by, in South Tyrol, Austrian troops are engaged in combat with the Italians.",http://map.geo.admin.ch/?crosshair=bowl&Y=830383.1&X=168632.1&zoom=9&crosshair=bowl,,
